,date,winner,loser,wrank,lrank,b365w,b365l,surface,winner_is_p1,odd_p1,odd_p2
20823,2010-04-08,Querrey S.,Kavcic B.,25,100,1.16,4.5,Clay,1,1.16,4.5
20824,2010-04-08,Malisse X.,Isner J.,89,21,2.75,1.4,Clay,0,1.4,2.75
20825,2010-04-09,Gonzalez F.,Anderson K.,11,108,1.12,5.5,Clay,1,1.12,5.5
20826,2010-04-09,Querrey S.,Massu N.,25,94,1.28,3.5,Clay,1,1.28,3.5
20827,2010-04-09,Chela J.I.,Hewitt L.,82,27,2.5,1.5,Clay,0,1.5,2.5
20828,2010-04-09,Odesnik W.,Malisse X.,103,89,1.72,2.0,Clay,1,1.72,2.0
20829,2010-04-10,Zeballos H.,Gonzalez F.,54,11,3.75,1.25,Clay,0,1.25,3.75
20830,2010-04-10,Querrey S.,Odesnik W.,25,103,1.4,2.75,Clay,1,1.4,2.75
20831,2010-04-10,Chela J.I.,Zeballos H.,82,54,2.1,1.66,Clay,0,1.66,2.1
20832,2010-04-10,Chela J.I.,Querrey S.,82,25,2.37,1.57,Clay,0,1.57,2.37
20833,2010-04-11,Andreev I.,Bolelli S.,50,114,1.3,3.4,Clay,1,1.3,3.4
20835,2010-04-11,Berrer M.,Korolev E.,51,71,2.2,1.61,Clay,0,1.61,2.2
20836,2010-04-12,Almagro N.,Greul S.,34,58,1.11,6.0,Clay,1,1.11,6.0
20837,2010-04-12,Golubev A.,Chardy J.,85,43,2.62,1.44,Clay,0,1.44,2.62
20838,2010-04-12,Nalbandian D.,Beck A.,151,55,1.14,5.0,Clay,1,1.14,5.0
20839,2010-04-12,Gulbis E.,Chiudinelli M.,44,59,1.22,4.0,Clay,1,1.22,4.0
20840,2010-04-12,Berdych T.,Lopez F.,15,35,1.25,3.75,Clay,1,1.25,3.75
20841,2010-04-12,Petzschner P.,Garcia-Lopez G.,49,42,3.25,1.33,Clay,0,1.33,3.25
20842,2010-04-12,Benneteau J.,Dolgopolov O.,36,72,1.9,1.8,Clay,0,1.8,1.9
20843,2010-04-12,Kohlschreiber P.,Bellucci T.,33,31,2.1,1.66,Clay,0,1.66,2.1
20844,2010-04-12,Gasquet R.,Gimeno-Traver D.,75,107,1.28,3.5,Clay,1,1.28,3.5
20845,2010-04-12,Becker B.,Tomic B.,40,295,1.4,2.75,Clay,1,1.4,2.75
20846,2010-04-12,Ferrer D.,Luczak P.,17,76,1.06,8.0,Clay,1,1.06,8.0
20847,2010-04-12,Ferrero J.C.,Granollers M.,16,89,1.16,4.5,Clay,1,1.16,4.5
20848,2010-04-12,Monaco J.,Nieminen J.,24,68,1.33,3.25,Clay,1,1.33,3.25
20849,2010-04-13,Melzer J.,Mathieu P.H.,27,48,1.44,2.62,Clay,1,1.44,2.62
20850,2010-04-13,Serra F.,Robert S.,67,64,1.4,2.75,Clay,1,1.4,2.75
20851,2010-04-13,De Bakker T.,Schwank E.,77,61,1.53,2.37,Clay,1,1.53,2.37
20852,2010-04-13,Llodra M.,Fognini F.,66,57,2.75,1.4,Clay,0,1.4,2.75
20853,2010-04-13,Robredo T.,Zeballos H.,23,47,1.3,3.4,Clay,1,1.3,3.4
20854,2010-04-13,Troicki V.,Kubot L.,37,41,1.61,2.2,Clay,1,1.61,2.2
20855,2010-04-13,Wawrinka S.,Hanescu V.,20,39,1.36,3.0,Clay,1,1.36,3.0
20856,2010-04-13,Montanes A.,Baghdatis M.,32,29,1.66,2.1,Clay,1,1.66,2.1
20857,2010-04-13,Cilic M.,Andreev I.,9,50,1.44,2.62,Clay,1,1.44,2.62
20858,2010-04-13,Verdasco F.,Benneteau J.,12,36,1.14,5.0,Clay,1,1.14,5.0
20859,2010-04-13,Tsonga J.W.,Almagro N.,10,34,2.1,1.66,Clay,0,1.66,2.1
20860,2010-04-13,Berdych T.,Gasquet R.,15,75,1.53,2.37,Clay,1,1.53,2.37
20861,2010-04-14,Ferrero J.C.,Becker B.,16,40,1.03,11.0,Clay,1,1.03,11.0
20862,2010-04-14,Wawrinka S.,Gulbis E.,20,44,1.36,3.0,Clay,1,1.36,3.0
20863,2010-04-14,Ferrer D.,Golubev A.,17,85,1.06,8.0,Clay,1,1.06,8.0
20864,2010-04-14,Montanes A.,Seppi A.,32,46,1.44,2.62,Clay,1,1.44,2.62
20865,2010-04-14,Robredo T.,Troicki V.,23,37,1.28,3.5,Clay,1,1.28,3.5
20866,2010-04-14,Petzschner P.,Melzer J.,49,27,4.0,1.22,Clay,0,1.22,4.0
20867,2010-04-14,Djokovic N.,Serra F.,2,67,1.16,4.5,Clay,1,1.16,4.5
20868,2010-04-14,Berrer M.,Monaco J.,51,24,5.5,1.12,Clay,0,1.12,5.5
20869,2010-04-14,Nadal R.,De Bakker T.,3,77,1.01,15.0,Clay,1,1.01,15.0
20870,2010-04-14,Ljubicic I.,Llodra M.,14,66,1.36,3.0,Clay,1,1.36,3.0
20871,2010-04-14,Kohlschreiber P.,Murray A.,33,4,3.5,1.28,Clay,0,1.28,3.5
20872,2010-04-14,Nalbandian D.,Youzhny M.,151,13,1.5,2.5,Clay,1,1.5,2.5
20873,2010-04-15,Montanes A.,Cilic M.,32,9,3.0,1.36,Clay,0,1.36,3.0
20874,2010-04-15,Verdasco F.,Berdych T.,12,15,1.83,1.83,Clay,1,1.83,1.83
20875,2010-04-15,Ferrer D.,Ljubicic I.,17,14,1.28,3.5,Clay,1,1.28,3.5
20876,2010-04-15,Nadal R.,Berrer M.,3,51,1.005,21.0,Clay,1,1.005,21.0
20877,2010-04-15,Nalbandian D.,Robredo T.,151,23,1.66,2.1,Clay,1,1.66,2.1
20878,2010-04-15,Ferrero J.C.,Tsonga J.W.,16,10,1.53,2.37,Clay,1,1.53,2.37
20879,2010-04-15,Kohlschreiber P.,Petzschner P.,33,49,1.2,4.33,Clay,1,1.2,4.33
20880,2010-04-15,Djokovic N.,Wawrinka S.,2,20,1.36,3.0,Clay,1,1.36,3.0
20881,2010-04-16,Ferrer D.,Kohlschreiber P.,17,33,1.28,3.5,Clay,1,1.28,3.5
20882,2010-04-16,Nadal R.,Ferrero J.C.,3,16,1.06,8.0,Clay,1,1.06,8.0
20883,2010-04-16,Djokovic N.,Nalbandian D.,2,151,1.4,2.75,Clay,1,1.4,2.75
20884,2010-04-16,Verdasco F.,Montanes A.,12,32,1.2,4.33,Clay,1,1.2,4.33
20885,2010-04-17,Nadal R.,Ferrer D.,3,17,1.07,8.0,Clay,1,1.07,8.0
20886,2010-04-17,Verdasco F.,Djokovic N.,12,2,3.0,1.4,Clay,0,1.4,3.0
20887,2010-04-18,Nadal R.,Verdasco F.,3,12,1.06,8.5,Clay,1,1.06,8.5
20888,2010-04-19,De Bakker T.,Falla A.,67,58,1.5,2.5,Clay,1,1.5,2.5
20889,2010-04-19,Hajek J.,Starace P.,86,61,3.25,1.33,Clay,0,1.33,3.25
20890,2010-04-19,Schwank E.,Fognini F.,59,74,2.0,1.72,Clay,0,1.72,2.0
20891,2010-04-19,Garcia-Lopez G.,Rochus C.,42,122,1.36,3.0,Clay,1,1.36,3.0
20892,2010-04-19,Bellucci T.,Nieminen J.,33,64,1.44,2.62,Clay,1,1.44,2.62
20893,2010-04-19,Chela J.I.,Krajinovic F.,53,328,1.11,6.0,Clay,1,1.11,6.0
20894,2010-04-19,Hernandez O.,Marchenko I.,100,79,1.44,2.62,Clay,1,1.44,2.62
20895,2010-04-19,Almagro N.,Ventura S.,34,129,1.08,7.5,Clay,1,1.08,7.5
20896,2010-04-19,Cuevas P.,Zeballos H.,54,50,2.0,1.72,Clay,0,1.72,2.0
20897,2010-04-19,Granollers M.,Kubot L.,93,41,1.66,2.1,Clay,1,1.66,2.1
20898,2010-04-19,Greul S.,Riba P.,60,98,2.1,1.66,Clay,0,1.66,2.1
20899,2010-04-19,Gasquet R.,Andreev I.,78,48,2.1,1.66,Clay,0,1.66,2.1
20900,2010-04-20,Istomin D.,Robert S.,84,65,3.0,1.36,Clay,0,1.36,3.0
20901,2010-04-20,Gimeno-Traver D.,Monaco J.,92,24,3.75,1.25,Clay,0,1.25,3.75
20902,2010-04-20,Chardy J.,Montanes A.,46,29,3.5,1.28,Clay,0,1.28,3.5
20903,2010-04-20,Hewitt L.,Ilhan M.,32,123,1.22,4.0,Clay,1,1.22,4.0
20904,2010-04-20,Ramos-Vinolas A.,Russell M.,161,72,1.53,2.37,Clay,1,1.53,2.37
20905,2010-04-20,Melzer J.,Lapentti N.,27,118,1.83,1.83,Clay,1,1.83,1.83
20906,2010-04-20,Stakhovsky S.,Zverev M.,68,91,2.0,1.72,Clay,0,1.72,2.0
20908,2010-04-20,Gulbis E.,Luczak P.,44,73,1.33,3.25,Clay,1,1.33,3.25
20911,2010-04-20,Hanescu V.,Beck A.,39,81,1.22,4.0,Clay,1,1.22,4.0
20912,2010-04-20,Navarro-Pastor I.,Cuevas P.,112,54,3.75,1.25,Clay,0,1.25,3.75
20913,2010-04-20,Almagro N.,Greul S.,34,60,1.1,6.0,Clay,1,1.1,6.0
20914,2010-04-20,Soderling R.,Chela J.I.,8,53,1.28,3.5,Clay,1,1.28,3.5
20915,2010-04-21,De Bakker T.,Gimeno-Traver D.,67,92,1.66,2.1,Clay,1,1.66,2.1
20916,2010-04-21,Garcia-Lopez G.,Gabashvili T.,42,113,1.22,4.0,Clay,1,1.22,4.0
20917,2010-04-21,Schwank E.,Hewitt L.,59,32,2.25,1.57,Clay,0,1.57,2.25
20918,2010-04-21,Tsonga J.W.,Hajek J.,10,86,1.16,4.5,Clay,1,1.16,4.5
20919,2010-04-21,Melzer J.,Hernandez O.,27,100,1.33,3.25,Clay,1,1.33,3.25
20920,2010-04-21,Gulbis E.,Chardy J.,44,46,1.57,2.25,Clay,1,1.57,2.25
20921,2010-04-21,Ferrer D.,Granollers M.,17,93,1.08,7.0,Clay,1,1.08,7.0
20922,2010-04-21,Bellucci T.,Hanescu V.,33,39,1.66,2.1,Clay,1,1.66,2.1
20923,2010-04-21,Ramos-Vinolas A.,Gonzalez F.,161,12,6.0,1.1,Clay,0,1.1,6.0
20925,2010-04-21,Bolelli S.,Martin A.,143,137,1.53,2.37,Clay,1,1.53,2.37
20926,2010-04-21,Verdasco F.,Gasquet R.,9,78,1.25,3.75,Clay,1,1.25,3.75
20927,2010-04-21,Lopez F.,Istomin D.,35,84,1.36,2.87,Clay,1,1.36,2.87
20928,2010-04-22,Schwank E.,Navarro-Pastor I.,59,112,1.3,3.4,Clay,1,1.3,3.4
20929,2010-04-22,Bellucci T.,Garcia-Lopez G.,33,42,1.36,3.0,Clay,1,1.36,3.0
20931,2010-04-22,De Bakker T.,Ferrero J.C.,67,16,7.0,1.08,Clay,0,1.08,7.0
20932,2010-04-22,Tsonga J.W.,Almagro N.,10,34,2.1,1.66,Clay,0,1.66,2.1
20933,2010-04-22,Verdasco F.,Melzer J.,9,27,1.14,5.0,Clay,1,1.14,5.0
20934,2010-04-22,Gulbis E.,Ramos-Vinolas A.,44,161,1.28,3.5,Clay,1,1.28,3.5
20935,2010-04-22,Soderling R.,Lopez F.,8,35,1.16,4.5,Clay,1,1.16,4.5
20936,2010-04-23,Ferrer D.,Bellucci T.,17,33,1.16,4.5,Clay,1,1.16,4.5
20937,2010-04-23,Verdasco F.,Gulbis E.,9,44,1.36,3.0,Clay,1,1.36,3.0
20938,2010-04-23,Soderling R.,Schwank E.,8,59,1.14,5.5,Clay,1,1.14,5.5
20939,2010-04-23,De Bakker T.,Tsonga J.W.,67,10,3.0,1.36,Clay,0,1.36,3.0
20940,2010-04-24,Verdasco F.,Ferrer D.,9,17,2.2,1.61,Clay,0,1.61,2.2
20941,2010-04-24,Soderling R.,De Bakker T.,8,67,1.14,5.0,Clay,1,1.14,5.0
20942,2010-04-25,Verdasco F.,Soderling R.,9,8,2.37,1.57,Clay,0,1.57,2.37
20943,2010-04-25,Hanescu V.,Berrer M.,39,44,1.36,3.0,Clay,1,1.36,3.0
20944,2010-04-25,Chardy J.,Tipsarevic J.,46,38,1.61,2.2,Clay,1,1.61,2.2
20945,2010-04-25,Seppi A.,Fognini F.,47,74,1.44,2.62,Clay,1,1.44,2.62
20946,2010-04-26,Lorenzi P.,Montanes A.,96,31,5.0,1.14,Clay,0,1.14,5.0
20947,2010-04-26,Isner J.,Zeballos H.,22,49,2.1,1.66,Clay,0,1.66,2.1
20948,2010-04-26,Giraldo S.,Ferrero J.C.,76,16,5.5,1.12,Clay,0,1.12,5.5
20949,2010-04-26,Kohlschreiber P.,Cuevas P.,29,56,1.28,3.5,Clay,1,1.28,3.5
20950,2010-04-26,Gulbis E.,Baghdatis M.,40,33,1.53,2.37,Clay,1,1.53,2.37
20951,2010-04-26,Benneteau J.,Querrey S.,36,23,2.5,1.5,Clay,0,1.5,2.5
20952,2010-04-26,Starace P.,Hajek J.,69,86,1.57,2.25,Clay,1,1.57,2.25
20953,2010-04-26,Garcia-Lopez G.,Chela J.I.,42,55,3.0,1.36,Clay,0,1.36,3.0
20954,2010-04-26,Monaco J.,Andreev I.,24,52,1.61,2.2,Clay,1,1.61,2.2
20955,2010-04-26,Llodra M.,Beck A.,59,83,1.5,2.5,Clay,1,1.5,2.5
20956,2010-04-26,Berdych T.,Granollers M.,14,98,1.16,4.5,Clay,1,1.16,4.5
20957,2010-04-26,Ljubicic I.,Mathieu P.H.,15,51,1.33,3.25,Clay,1,1.33,3.25
20958,2010-04-26,Volandri F.,Luczak P.,152,72,1.83,1.83,Clay,0,1.83,1.83
20959,2010-04-27,Hewitt L.,Youzhny M.,32,13,2.75,1.4,Clay,0,1.4,2.75
20960,2010-04-27,Wawrinka S.,Melzer J.,26,27,1.36,2.87,Clay,1,1.36,2.87
20961,2010-04-27,Lopez F.,Becker B.,35,41,1.3,3.4,Clay,1,1.3,3.4
20962,2010-04-27,Bolelli S.,Greul S.,124,61,1.57,2.25,Clay,1,1.57,2.25
20964,2010-04-27,Almagro N.,Kubot L.,34,43,1.14,5.5,Clay,1,1.14,5.5
20965,2010-04-27,Bellucci T.,Mayer L.,28,63,1.4,2.75,Clay,1,1.4,2.75
20966,2010-04-27,Ferrer D.,Korolev E.,17,70,1.07,7.0,Clay,1,1.07,7.0
20967,2010-04-27,Hanescu V.,Monaco J.,39,24,2.25,1.57,Clay,0,1.57,2.25
20968,2010-04-27,Djokovic N.,Chardy J.,2,46,1.08,7.0,Clay,1,1.08,7.0
20969,2010-04-27,Gulbis E.,Federer R.,40,1,4.5,1.16,Clay,0,1.16,4.5
20970,2010-04-27,Murray A.,Seppi A.,5,47,1.3,3.4,Clay,1,1.3,3.4
20971,2010-04-28,Soderling R.,Lorenzi P.,7,96,1.06,9.0,Clay,1,1.06,9.0
20972,2010-04-28,Volandri F.,Benneteau J.,152,36,2.1,1.66,Clay,0,1.66,2.1
20973,2010-04-28,Garcia-Lopez G.,Hewitt L.,42,32,2.25,1.57,Clay,0,1.57,2.25
20974,2010-04-28,Giraldo S.,Llodra M.,76,59,1.38,3.0,Clay,1,1.38,3.0
20975,2010-04-28,Wawrinka S.,Berdych T.,26,14,2.0,1.72,Clay,0,1.72,2.0
20976,2010-04-28,Nadal R.,Kohlschreiber P.,3,29,1.01,15.0,Clay,1,1.01,15.0
20977,2010-04-28,Verdasco F.,Bolelli S.,9,124,1.12,5.0,Clay,1,1.12,5.0
20978,2010-04-28,Ljubicic I.,Almagro N.,15,34,2.25,1.57,Clay,0,1.57,2.25
20979,2010-04-28,Bellucci T.,Isner J.,28,22,1.36,3.0,Clay,1,1.36,3.0
20980,2010-04-28,Tsonga J.W.,Troicki V.,10,37,1.28,3.5,Clay,1,1.28,3.5
20981,2010-04-28,Lopez F.,Cilic M.,35,11,3.25,1.33,Clay,0,1.33,3.25
20982,2010-04-28,Ferrer D.,Starace P.,17,69,1.16,4.5,Clay,1,1.16,4.5
20983,2010-04-29,Djokovic N.,Bellucci T.,2,28,1.14,5.0,Clay,1,1.14,5.0
20984,2010-04-29,Verdasco F.,Garcia-Lopez G.,9,42,1.22,4.0,Clay,1,1.22,4.0
20985,2010-04-29,Gulbis E.,Volandri F.,40,152,1.28,3.5,Clay,1,1.28,3.5
20986,2010-04-29,Tsonga J.W.,Giraldo S.,10,76,1.4,2.75,Clay,1,1.4,2.75
20988,2010-04-29,Ferrer D.,Murray A.,17,5,1.61,2.2,Clay,1,1.61,2.2
20989,2010-04-29,Wawrinka S.,Soderling R.,26,7,2.75,1.4,Clay,0,1.4,2.75
20990,2010-04-29,Nadal R.,Hanescu V.,3,39,1.01,15.0,Clay,1,1.01,15.0
20991,2010-04-30,Verdasco F.,Djokovic N.,9,2,2.62,1.44,Clay,0,1.44,2.62
20992,2010-04-30,Ferrer D.,Tsonga J.W.,17,10,1.38,2.87,Clay,1,1.38,2.87
20993,2010-04-30,Nadal R.,Wawrinka S.,3,26,1.03,12.0,Clay,1,1.03,12.0
20994,2010-04-30,Gulbis E.,Lopez F.,40,35,1.36,2.87,Clay,1,1.36,2.87
20995,2010-05-01,Ferrer D.,Verdasco F.,17,9,1.8,2.0,Clay,1,1.8,2.0
20996,2010-05-01,Nadal R.,Gulbis E.,3,40,1.03,13.0,Clay,1,1.03,13.0
20997,2010-05-02,Nadal R.,Ferrer D.,3,17,1.08,7.5,Clay,1,1.08,7.5
20998,2010-05-03,Andreev I.,Kavcic B.,50,101,1.16,4.5,Clay,1,1.16,4.5
20999,2010-05-03,Serra F.,Beck K.,64,87,1.08,7.0,Clay,1,1.08,7.0
21000,2010-05-03,Korolev E.,Russell M.,73,74,1.53,2.37,Clay,1,1.53,2.37
21001,2010-05-03,Karlovic I.,Lajovic D.,33,530,1.1,6.0,Clay,1,1.1,6.0
21002,2010-05-03,Troicki V.,Navarro-Pastor I.,39,107,1.2,4.33,Clay,1,1.2,4.33
21003,2010-05-04,Ouanna J.,Cipolla F.,129,212,1.8,1.9,Clay,1,1.8,1.9
21004,2010-05-04,Gasquet R.,Rochus O.,86,59,1.14,5.0,Clay,1,1.14,5.0
21005,2010-05-04,Fognini F.,Skugor F.,80,461,1.66,2.1,Clay,1,1.66,2.1
21006,2010-05-04,Krajinovic F.,Donskoy E.,319,352,1.8,1.9,Clay,1,1.8,1.9
21007,2010-05-04,Seppi A.,Mayer L.,47,63,1.72,2.0,Clay,1,1.72,2.0
21008,2010-05-04,Di Mauro A.,Djokovic M.,257,2,1.2,4.33,Clay,1,1.2,4.33
21009,2010-05-04,Zeballos H.,Polansky P.,52,206,1.14,5.0,Clay,1,1.14,5.0
21010,2010-05-05,Andreev I.,Karlovic I.,50,33,1.72,2.0,Clay,1,1.72,2.0
21011,2010-05-05,Querrey S.,Korolev E.,22,73,1.61,2.2,Clay,1,1.61,2.2
21012,2010-05-05,Wawrinka S.,Di Mauro A.,23,257,1.04,10.0,Clay,1,1.04,10.0
21013,2010-05-05,Troicki V.,Serra F.,39,64,1.53,2.37,Clay,1,1.53,2.37
21014,2010-05-06,Gasquet R.,Seppi A.,86,47,1.36,2.87,Clay,1,1.36,2.87
21015,2010-05-06,Isner J.,Ouanna J.,21,129,1.33,3.25,Clay,1,1.33,3.25
21016,2010-05-06,Krajinovic F.,Zeballos H.,319,52,3.75,1.25,Clay,0,1.25,3.75
21017,2010-05-06,Djokovic N.,Fognini F.,2,80,1.03,11.0,Clay,1,1.03,11.0
21018,2010-05-07,Isner J.,Gasquet R.,21,86,2.38,1.53,Clay,0,1.53,2.38
21019,2010-05-07,Wawrinka S.,Troicki V.,23,39,1.25,3.75,Clay,1,1.25,3.75
21020,2010-05-07,Querrey S.,Andreev I.,22,50,2.2,1.61,Clay,0,1.61,2.2
21022,2010-05-08,Isner J.,Wawrinka S.,21,23,3.5,1.28,Clay,0,1.28,3.5
21023,2010-05-08,Querrey S.,Krajinovic F.,22,319,1.22,4.0,Clay,1,1.22,4.0
21024,2010-05-09,Querrey S.,Isner J.,22,21,1.72,2.1,Clay,1,1.72,2.1
21025,2010-05-03,Clement A.,Kunitsyn I.,83,104,2.25,1.57,Clay,0,1.57,2.25
21026,2010-05-03,Falla A.,Chela J.I.,70,54,3.75,1.25,Clay,0,1.25,3.75
21027,2010-05-03,Tavares L.,Mello R.,246,94,3.0,1.36,Clay,0,1.36,3.0
21028,2010-05-03,Granollers M.,Hernandez O.,89,100,1.4,2.62,Clay,1,1.4,2.62
21029,2010-05-04,Martin A.,Del Bonis F.,136,152,2.5,1.5,Clay,0,1.5,2.5
21030,2010-05-04,Phau B.,Lopez M.,138,951,2.62,1.44,Clay,0,1.44,2.62
21031,2010-05-04,Cuevas P.,Andujar P.,57,149,1.5,2.5,Clay,1,1.5,2.5
21032,2010-05-04,Machado R.,Massu N.,114,92,1.4,2.75,Clay,1,1.4,2.75
21033,2010-05-04,Gil F.,Mayer F.,133,48,2.37,1.53,Clay,0,1.53,2.37
21034,2010-05-04,Garcia-Lopez G.,Malisse X.,40,84,1.33,3.25,Clay,1,1.33,3.25
21037,2010-05-05,Cuevas P.,Granollers M.,57,89,2.2,1.61,Clay,0,1.61,2.2
21038,2010-05-05,Clement A.,Falla A.,83,70,2.25,1.57,Clay,0,1.57,2.25
21039,2010-05-05,Montanes A.,Gimeno-Traver D.,34,102,1.57,2.25,Clay,1,1.57,2.25
21040,2010-05-05,Federer R.,Phau B.,1,138,1.02,12.0,Clay,1,1.02,12.0
21041,2010-05-06,Garcia-Lopez G.,Tavares L.,40,246,1.16,4.5,Clay,1,1.16,4.5
21044,2010-05-06,Gil F.,Giraldo S.,133,61,2.37,1.53,Clay,0,1.53,2.37
21045,2010-05-07,Montanes A.,Cuevas P.,34,57,1.44,2.62,Clay,1,1.44,2.62
21046,2010-05-07,Federer R.,Clement A.,1,83,1.02,13.0,Clay,1,1.02,13.0
21047,2010-05-07,Gil F.,Machado R.,133,114,1.8,1.9,Clay,1,1.8,1.9
21049,2010-05-08,Montanes A.,Federer R.,34,1,6.0,1.1,Clay,0,1.1,6.0
21050,2010-05-08,Gil F.,Garcia-Lopez G.,133,40,2.5,1.5,Clay,0,1.5,2.5
21051,2010-05-09,Montanes A.,Gil F.,34,133,1.36,3.25,Clay,1,1.36,3.25
21052,2010-05-03,Youzhny M.,Chardy J.,15,43,1.38,2.87,Clay,1,1.38,2.87
21053,2010-05-03,Becker B.,Robert S.,46,66,2.5,1.5,Clay,0,1.5,2.5
21054,2010-05-03,Beck A.,Istomin D.,85,81,1.8,1.9,Clay,1,1.8,1.9
21055,2010-05-03,Petzschner P.,Benneteau J.,45,37,1.72,2.0,Clay,1,1.72,2.0
21056,2010-05-03,Berdych T.,Krawietz K.,16,1057,1.02,12.0,Clay,1,1.02,12.0
21057,2010-05-04,Baghdatis M.,Gojowczyk P.,31,384,1.08,7.5,Clay,1,1.08,7.5
21058,2010-05-04,Hajek J.,Sidorenko A.,96,253,1.4,2.75,Clay,1,1.4,2.75
21059,2010-05-04,Koellerer D.,Ancic M.,106,422,2.75,1.4,Clay,0,1.4,2.75
21060,2010-05-04,Riba P.,Lacko L.,98,72,1.36,3.0,Clay,1,1.36,3.0
21061,2010-05-04,Chiudinelli M.,Ascione T.,68,165,2.0,1.72,Clay,0,1.72,2.0
21062,2010-05-04,Greul S.,Kiefer N.,62,148,1.57,2.25,Clay,1,1.57,2.25
21063,2010-05-05,Cilic M.,Berrer M.,11,44,1.2,4.33,Clay,1,1.2,4.33
21064,2010-05-05,Ventura S.,Dolgopolov O.,137,65,2.5,1.5,Clay,0,1.5,2.5
21065,2010-05-05,Almagro N.,Vliegen K.,36,147,1.08,7.0,Clay,1,1.08,7.0
21066,2010-05-05,Kohlschreiber P.,Brands D.,28,77,1.14,5.0,Clay,1,1.14,5.0
21068,2010-05-05,Hajek J.,Becker B.,96,46,1.53,2.37,Clay,1,1.53,2.37
21069,2010-05-05,Petzschner P.,Koellerer D.,45,106,1.5,2.5,Clay,1,1.5,2.5
21070,2010-05-05,Berdych T.,Riba P.,16,98,1.08,7.0,Clay,1,1.08,7.0
21071,2010-05-05,Youzhny M.,Beck A.,15,85,1.14,5.0,Clay,1,1.14,5.0
21072,2010-05-06,Kohlschreiber P.,Ventura S.,28,137,1.08,7.5,Clay,1,1.08,7.5
21073,2010-05-06,Baghdatis M.,Chiudinelli M.,31,68,1.38,3.0,Clay,1,1.38,3.0
21074,2010-05-06,Almagro N.,Anderson K.,36,88,1.11,6.0,Clay,1,1.11,6.0
21075,2010-05-06,Cilic M.,Greul S.,11,62,1.14,5.0,Clay,1,1.14,5.0
21076,2010-05-07,Youzhny M.,Hajek J.,15,96,1.14,5.5,Clay,1,1.14,5.5
21077,2010-05-07,Petzschner P.,Berdych T.,45,16,5.0,1.14,Clay,0,1.14,5.0
21078,2010-05-07,Baghdatis M.,Kohlschreiber P.,31,28,4.33,1.2,Clay,0,1.2,4.33
21079,2010-05-07,Cilic M.,Almagro N.,11,36,1.66,2.1,Clay,1,1.66,2.1
21080,2010-05-08,Youzhny M.,Petzschner P.,15,45,1.33,3.25,Clay,1,1.33,3.25
21081,2010-05-08,Cilic M.,Baghdatis M.,11,31,1.38,3.0,Clay,1,1.38,3.0
21082,2010-05-09,Youzhny M.,Cilic M.,15,11,2.0,1.8,Clay,0,1.8,2.0
21083,2010-05-09,Karlovic I.,Korolev E.,36,73,1.53,2.37,Clay,1,1.53,2.37
21084,2010-05-09,Monaco J.,Greul S.,27,60,1.2,4.33,Clay,1,1.2,4.33
21085,2010-05-09,Ferrer D.,Chardy J.,12,44,1.11,6.0,Clay,1,1.11,6.0
21086,2010-05-10,Melzer J.,Anderson K.,30,97,1.44,2.62,Clay,1,1.44,2.62
21087,2010-05-10,Dolgopolov O.,Seppi A.,62,55,2.37,1.53,Clay,0,1.53,2.37
21088,2010-05-10,Monfils G.,Robert S.,18,64,1.28,3.5,Clay,1,1.28,3.5
21089,2010-05-10,Mayer L.,Benneteau J.,61,37,1.57,2.25,Clay,1,1.57,2.25
21090,2010-05-10,Giraldo S.,Kohlschreiber P.,59,29,2.5,1.5,Clay,0,1.5,2.5
21091,2010-05-10,Lopez F.,Kubot L.,32,53,1.4,2.75,Clay,1,1.4,2.75
21092,2010-05-10,Almagro N.,Troicki V.,35,40,1.33,3.25,Clay,1,1.33,3.25
21093,2010-05-10,Becker B.,Moya C.,46,514,2.2,1.61,Clay,0,1.61,2.2
21094,2010-05-11,Schwank E.,Mathieu P.H.,52,56,1.61,2.2,Clay,1,1.61,2.2
21096,2010-05-11,Petzschner P.,Fognini F.,42,78,1.33,3.25,Clay,1,1.33,3.25
21098,2010-05-11,Bellucci T.,Riba P.,26,93,1.28,3.5,Clay,1,1.28,3.5
21099,2010-05-11,Gulbis E.,Montanes A.,34,33,1.44,2.62,Clay,1,1.44,2.62
21100,2010-05-11,Baghdatis M.,Chiudinelli M.,28,66,1.14,5.0,Clay,1,1.14,5.0
21101,2010-05-11,Garcia-Lopez G.,Gimeno-Traver D.,39,96,1.44,2.62,Clay,1,1.44,2.62
21102,2010-05-11,Wawrinka S.,Granollers M.,23,87,1.2,4.33,Clay,1,1.2,4.33
21103,2010-05-11,Munoz-De La Nava D.,Querrey S.,315,22,5.5,1.14,Clay,0,1.14,5.5
21104,2010-05-11,Youzhny M.,Lacko L.,13,72,1.08,7.0,Clay,1,1.08,7.0
21105,2010-05-11,Isner J.,Rochus C.,19,140,1.25,3.75,Clay,1,1.25,3.75
21106,2010-05-11,Fish M.,Russell M.,98,85,1.53,2.37,Clay,1,1.53,2.37
21107,2010-05-11,Federer R.,Becker B.,1,46,1.02,12.0,Clay,1,1.02,12.0
21108,2010-05-11,Verdasco F.,Karlovic I.,9,36,1.16,4.5,Clay,1,1.16,4.5
21109,2010-05-12,Cilic M.,Schwank E.,11,52,1.3,3.4,Clay,1,1.3,3.4
