,inverted_log_rank_p1,rank_diff_binned,log_odd_ratio,surface_Clay,surface_Hard,surface_Grass,h2h_binned,consecutive_wins_p1,consecutive_wins_p2,consecutive_losses_p1,consecutive_losses_p2,consecutive_results,rank_evol_p1_binned,rank_evol_p2_binned,rank_combined_binned,odd_p1,odd_p2
11980,0.33380820069533407,11,1.6792147902332606,0,0,1,0,0.5,1,0,0.0,0,0,0,12,1.19,4.0
33141,0.6213349345596119,2,1.2015602579205522,0,1,0,1,1.0,1,1,0.0,1,0,0,2,1.66,2.2
31818,0.22168724132403095,1,1.4914668891843443,1,0,0,1,0.5,1,1,0.5,1,1,0,2,1.33,3.25
13772,0.24954251462921184,6,1.3401049786505161,1,0,0,0,0.5,1,0,0.0,0,0,1,5,1.44,2.62
24886,0.23955611574701857,1,1.4288539755386866,1,0,0,1,0.5,1,1,0.0,1,0,0,1,1.38,3.0
14174,0.2710850306818168,8,1.9330730022946325,0,0,1,0,0.5,1,1,0.0,1,0,0,8,1.12,5.5
3003,0.269282508064391,9,1.339691899136912,0,1,0,0,1.0,1,1,0.0,1,0,0,9,1.444,2.625
24599,0.3396232718951086,9,2.2562447557353433,1,0,0,0,0.5,1,1,1.0,1,0,0,9,1.06,8.0
11978,0.30341307554227914,12,1.8541025998021905,0,0,1,0,0.5,1,1,0.0,0,0,0,11,1.14,5.0
11716,0.2211514277946646,4,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,0,0,0,4,1.44,2.62
19747,0.48089834696298783,3,1.3634663285636899,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.44,2.75
5389,0.5138983423697507,4,1.3773256911371303,0,1,0,1,0.5,1,1,0.0,0,0,0,4,1.4,2.75
12055,0.23699447183691388,2,1.3401049786505161,1,0,0,0,1.0,1,1,0.0,1,0,0,3,1.44,2.62
34614,0.5581106265512472,5,1.3773256911371303,1,0,0,1,0.5,1,1,0.0,0,0,0,5,1.4,2.75
1309,0.3459762562611936,9,1.5521514142779012,0,1,0,0,0.5,1,1,1.0,1,1,0,10,1.286,3.5
26240,0.265872585674852,0,1.3401049786505161,0,1,0,1,0.5,1,1,1.0,1,0,0,1,1.44,2.62
11345,0.265872585674852,6,1.4954936530848826,0,0,1,1,0.5,1,1,1.0,1,0,0,6,1.3,3.2
19859,0.21400313074278354,0,1.2138616364551833,0,1,0,0,1.0,1,1,0.0,1,0,0,0,1.61,2.2
17173,0.9102392266268373,10,2.5399953216067406,0,1,0,0,0.5,1,1,0.0,1,0,0,10,1.03,11.0
31115,0.3001016285004131,7,1.3773256911371303,0,1,0,0,1.0,1,1,0.0,1,0,0,7,1.4,2.75
28759,0.318928988903801,2,1.233469765560689,0,1,0,0,1.0,1,1,0.0,1,0,0,2,1.57,2.25
2196,0.2969742043733701,3,1.6626606045653245,1,0,0,0,0.5,1,1,0.5,1,0,0,10,1.222,4.0
4566,0.45511961331341866,8,1.4349448702370742,1,0,0,1,1.0,1,1,0.0,1,0,0,8,1.364,3.0
24124,0.265872585674852,5,1.233469765560689,1,0,0,1,0.5,1,1,1.0,1,0,0,5,1.57,2.25
19668,0.3789231816899512,11,2.622107771301485,0,1,0,0,0.5,1,1,1.0,1,1,0,12,1.02,12.0
34768,0.23307527170850925,0,1.2666713985415,1,0,0,1,1.0,1,1,0.0,1,0,0,1,1.53,2.37
2514,0.33380820069533407,7,1.0986122886681098,0,0,1,0,0.5,1,1,0.0,1,0,0,7,1.833,1.833
21248,0.3789231816899512,12,2.2562447557353433,1,0,0,0,1.0,1,1,0.0,1,0,0,12,1.06,8.0
31095,0.21531348711084464,0,1.3401049786505161,0,1,0,0,0.5,1,1,1.0,1,1,0,8,1.44,2.62
12577,0.2023618696943225,0,1.3773256911371303,0,1,0,0,0.5,1,1,0.5,1,1,1,1,1.4,2.75
35794,0.21859304439100327,4,1.4364841056437456,0,1,0,0,0.5,1,1,1.0,1,1,0,5,1.36,3.0
15754,0.22509081678177853,3,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,0,1,0,5,1.5,2.5
30852,0.29401410379520604,8,1.3536235788303421,0,1,0,0,0.5,1,0,0.0,0,0,1,7,1.4,2.62
29481,0.36926937306885504,5,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.57,2.25
34316,0.23617733727628992,6,1.2992829841302609,1,0,0,0,0.5,1,1,0.0,1,0,0,6,1.5,2.5
14245,0.3459762562611936,7,1.9330730022946325,0,0,1,0,0.5,1,1,0.5,1,0,1,5,1.12,5.5
19270,0.43429448190325176,5,1.2666713985415,0,1,0,0,1.0,1,1,0.0,1,0,0,6,1.53,2.37
34532,0.2518706487516997,8,1.1169614273363062,1,0,0,0,0.5,1,0,0.0,0,0,0,8,1.8,1.9
9258,0.4170323914242463,11,2.0088239744658827,1,0,0,0,0.5,1,1,1.0,1,0,1,11,1.1,6.0
22611,0.28853900817779266,10,1.7242535868626816,0,1,0,0,0.5,1,1,0.0,0,0,0,10,1.2,4.33
22375,0.3284587387530511,1,1.2554890038046065,0,1,0,0,0.5,0,1,0.0,0,0,0,1,1.57,2.37
38297,0.318928988903801,8,1.842190322854947,0,1,0,1,0.5,1,1,0.0,1,0,0,8,1.16,5.0
8791,0.40242960438184466,7,1.5548497221496973,0,0,1,1,0.5,0,1,0.0,0,0,0,7,1.28,3.5
28264,0.3789231816899512,5,1.0986122886681098,0,1,0,0,0.5,1,1,0.5,1,0,0,5,1.83,1.83
36866,0.24136313830927508,3,1.4364841056437456,0,1,0,0,0.5,1,1,0.5,1,1,1,2,1.36,3.0
12881,0.3396232718951086,2,1.527727147659867,0,1,0,1,0.5,1,1,0.0,1,0,0,3,1.3,3.39
20369,0.21075117050092493,13,1.3773256911371303,1,0,0,1,0.5,1,1,0.0,1,0,0,13,1.4,2.75
21390,0.24842549839846914,12,1.529395204760564,0,0,1,0,0.5,1,1,0.0,1,0,0,12,1.3,3.4
22598,0.22886186853915486,13,1.6636776813710972,0,1,0,0,0.5,1,1,0.5,1,0,0,13,1.22,4.0
11249,0.2518706487516997,13,1.6636776813710972,0,0,1,0,0.5,1,1,0.0,1,0,0,13,1.22,4.0
9777,0.23955611574701857,7,1.0986122886681098,1,0,0,0,0.5,1,0,0.0,0,0,1,3,1.83,1.83
13368,0.267546386419054,3,1.9330730022946325,1,0,0,0,0.5,1,1,1.0,1,0,0,2,1.12,5.5
37146,0.24325728130826463,10,1.2992829841302609,1,0,0,0,0.5,1,1,1.0,1,1,1,6,1.5,2.5
13733,0.4170323914242463,10,2.1982624601486394,1,0,0,0,0.5,1,1,1.0,1,0,0,10,1.07,7.5
5257,0.21859304439100327,4,1.1816499072354991,1,0,0,0,0.5,1,0,0.0,0,0,0,4,1.667,2.1
25179,0.28599966750267436,9,1.3773256911371303,0,0,1,0,0.5,1,1,0.5,1,1,0,10,1.4,2.75
33005,0.30692767643013485,7,1.3773256911371303,1,0,0,0,1.0,1,1,0.0,1,0,0,7,1.4,2.75
13932,0.9102392266268373,4,2.5399953216067406,1,0,0,1,1.0,1,1,0.0,1,0,0,4,1.03,11.0
5322,0.29120667621996243,10,1.339691899136912,0,1,0,0,0.5,1,1,0.5,1,0,1,10,1.444,2.625
34902,0.2473379469500514,1,1.183278213083103,1,0,0,0,0.5,1,1,1.0,1,0,0,1,1.66,2.1
31491,0.43429448190325176,8,2.523822066037674,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.05,11.0
11586,0.30692767643013485,8,1.6094379124341003,0,1,0,0,1.0,1,1,0.0,1,0,0,8,1.25,3.75
32684,0.2239186238120062,0,1.2666713985415,0,0,1,0,0.5,1,1,0.0,0,0,0,0,1.53,2.37
34662,0.31465798044412485,6,1.2666713985415,1,0,0,0,0.5,1,1,0.0,0,0,0,6,1.53,2.37
29482,0.43429448190325176,5,1.842190322854947,0,1,0,1,0.5,1,1,0.0,1,0,0,5,1.16,5.0
39175,0.7213475204444817,7,2.4365880725171927,0,1,0,1,1.0,1,1,0.0,1,0,0,7,1.06,10.0
36014,0.3898712452512801,10,1.842190322854947,0,1,0,0,1.0,1,1,0.0,1,0,0,10,1.16,5.0
3301,0.20065789214663352,1,1.1499634852588554,0,1,0,0,0.5,1,1,0.5,1,1,1,1,1.727,2.0
39352,0.2181040551873126,3,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,0,0,0,3,1.83,1.83
23227,0.35295612386476116,1,1.2138616364551833,0,1,0,0,1.0,1,1,0.0,1,1,0,2,1.61,2.2
12041,0.48089834696298783,5,1.7296456438601524,0,0,1,0,0.5,1,1,0.0,1,0,0,5,1.19,4.33
28648,0.23617733727628992,2,1.0986122886681098,0,1,0,1,0.5,1,0,0.0,0,1,1,2,1.83,1.83
31948,0.2530848692773169,10,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,1,1,0,1.57,2.25
24374,0.2211514277946646,7,1.2666713985415,0,1,0,0,0.5,1,1,1.0,1,1,1,7,1.53,2.37
5406,0.7213475204444817,4,2.068012845856213,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.1,6.5
26751,0.2452460618098304,2,1.183278213083103,0,1,0,1,0.5,1,1,0.0,0,0,0,2,1.66,2.1
712,0.20386217799573403,0,1.1816499072354991,0,1,0,0,1.0,1,1,0.0,1,0,0,1,1.667,2.1
5783,0.2148707605483044,2,1.183278213083103,0,1,0,1,0.5,1,1,1.0,1,0,0,3,1.66,2.1
28855,0.18856166434639035,0,1.2138616364551833,0,1,0,0,0.5,1,1,0.5,1,1,0,13,1.61,2.2
4409,0.7213475204444817,13,1.5548497221496973,1,0,0,0,0.5,1,1,1.0,1,1,0,13,1.28,3.5
11688,0.4170323914242463,7,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.44,2.62
27793,0.3284587387530511,1,1.3634663285636899,0,0,1,0,1.0,1,1,0.0,1,0,0,1,1.44,2.75
35918,0.26269731101386307,5,1.2992829841302609,0,1,0,0,0.5,1,1,1.0,1,0,1,3,1.5,2.5
5920,0.4170323914242463,9,1.6094379124341003,0,0,1,0,0.5,1,1,0.0,0,0,1,9,1.25,3.75
35960,0.2969742043733701,10,1.2992829841302609,0,1,0,0,0.5,0,1,0.0,0,0,0,10,1.5,2.5
34976,0.2422988705246811,3,2.0612592225966457,1,0,0,0,0.5,1,1,0.5,1,0,1,3,1.11,6.5
5411,0.7213475204444817,5,2.0022101937438457,0,1,0,1,1.0,1,1,0.0,1,0,0,5,1.11,6.0
5574,0.24627854581449443,8,1.3773256911371303,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.4,2.75
16934,0.36067376022224085,11,2.3581549441488563,0,1,0,0,0.5,1,1,1.0,1,0,0,11,1.05,9.0
33423,0.2611892565642242,13,2.12389330425067,0,1,0,0,0.5,1,1,0.0,0,1,0,13,1.1,7.0
3241,0.2729584204093974,12,1.9299098077088723,0,1,0,0,0.5,1,1,1.0,1,1,0,13,1.125,5.5
38248,0.25973030217227155,2,1.0986122886681098,0,1,0,0,1.0,1,1,0.0,1,0,0,2,1.83,1.83
35072,0.23699447183691388,0,1.2138616364551833,0,0,1,0,0.5,1,1,0.5,1,0,1,0,1.61,2.2
35550,0.3459762562611936,7,1.995671658614377,0,1,0,0,0.5,1,1,1.0,1,0,1,7,1.12,6.0
34744,0.2530848692773169,3,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,0,0,1,1,1.83,1.83
34101,0.2710850306818168,8,1.3773256911371303,0,1,0,0,0.5,1,1,0.5,1,0,1,8,1.4,2.75
8493,0.23537745555238682,12,1.5686159179138452,0,1,0,0,0.5,1,1,1.0,1,1,0,13,1.25,3.5
37422,0.23868315209103041,4,1.233469765560689,1,0,0,0,0.5,1,1,0.5,1,0,1,3,1.57,2.25
19648,0.3396232718951086,12,1.3401049786505161,1,0,0,1,1.0,1,1,0.0,1,0,0,12,1.44,2.62
9321,0.2269261879165124,11,1.4482449499814292,0,1,0,0,0.5,1,1,0.0,0,0,1,9,1.33,3.0
35014,0.5581106265512472,11,2.9267394020670396,1,0,0,0,1.0,1,1,0.5,1,0,0,11,1.02,17.0
38240,0.3459762562611936,11,1.4914668891843443,0,1,0,0,0.5,1,0,0.0,0,1,0,11,1.33,3.25
21445,0.2710850306818168,4,1.233469765560689,0,0,1,0,0.5,1,0,0.0,0,0,1,3,1.57,2.25
8444,0.318928988903801,11,1.4364841056437456,0,1,0,0,0.5,0,1,0.0,0,0,0,11,1.36,3.0
11109,0.24325728130826463,1,1.1514547700424898,0,1,0,1,0.5,0,1,0.0,0,0,0,1,1.72,2.0
14511,0.2530848692773169,8,1.3773256911371303,1,0,0,0,0.5,1,0,0.0,0,0,0,8,1.4,2.75
18482,0.24842549839846914,4,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,0,0,0,4,1.44,2.62
12231,0.25831776680732876,11,1.7714394667370974,0,1,0,0,0.5,0,1,0.0,0,0,0,11,1.16,4.5
23385,0.43429448190325176,2,1.3401049786505161,0,1,0,1,0.5,1,1,0.0,1,0,0,2,1.44,2.62
35791,0.2710850306818168,10,1.4914668891843443,0,1,0,0,0.5,1,1,0.5,1,0,0,10,1.33,3.25
7292,0.23782951347935782,4,1.2666713985415,1,0,0,0,0.5,1,1,1.0,1,1,1,4,1.53,2.37
39038,0.2181040551873126,0,1.1169614273363062,0,1,0,0,0.5,1,1,0.5,1,0,1,0,1.8,1.9
3671,0.3898712452512801,11,1.8522983137736986,0,1,0,0,0.5,1,1,0.5,1,1,0,11,1.143,5.0
38889,0.2473379469500514,6,1.0986122886681098,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.83,1.83
32098,0.36067376022224085,9,1.5548497221496973,1,0,0,0,0.5,1,1,1.0,1,0,0,9,1.28,3.5
33470,0.318928988903801,3,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,0,1,2,1.4,2.75
10629,0.20998813014637793,3,1.2138616364551833,0,1,0,0,0.5,1,1,1.0,1,1,0,6,1.61,2.2
20800,0.40242960438184466,7,1.233469765560689,1,0,0,0,0.5,0,1,0.0,0,0,0,7,1.57,2.25
37411,0.29401410379520604,13,1.7714394667370974,1,0,0,0,0.5,1,1,0.0,0,0,0,13,1.16,4.5
17188,0.28126641406272834,1,1.6636776813710972,0,1,0,0,0.5,0,1,0.0,0,0,0,1,1.22,4.0
8940,0.3898712452512801,3,1.2666713985415,0,1,0,1,0.5,0,1,0.0,0,0,0,3,1.53,2.37
26872,0.22953106112437666,0,1.1169614273363062,0,1,0,0,0.5,1,1,0.5,1,0,0,0,1.8,1.9
17593,0.3284587387530511,7,1.9330730022946325,1,0,0,1,0.5,1,1,0.5,1,1,0,7,1.12,5.5
10394,0.33380820069533407,5,1.380884068391643,1,0,0,0,0.5,1,1,0.0,0,0,0,5,1.39,2.75
37185,0.2729584204093974,8,1.3773256911371303,1,0,0,1,0.5,1,0,0.0,0,0,0,8,1.4,2.75
2934,0.2790553132756236,4,1.339691899136912,0,1,0,0,0.5,1,1,0.0,0,0,0,4,1.444,2.625
10794,0.26269731101386307,7,1.4364841056437456,0,1,0,1,0.5,1,1,0.0,1,0,0,7,1.36,3.0
15307,0.2749075777424936,7,1.4914668891843443,0,1,0,0,0.5,1,1,0.5,1,1,0,8,1.33,3.25
4311,0.28853900817779266,11,1.3401049786505161,0,1,0,0,0.5,1,1,1.0,1,0,0,11,1.44,2.62
14691,0.3284587387530511,6,1.2666713985415,1,0,0,0,0.5,0,1,0.0,0,0,0,6,1.53,2.37
6597,0.3396232718951086,12,1.8541025998021905,1,0,0,1,0.5,1,0,0.0,0,0,0,12,1.14,5.0
21371,0.21908933281411486,12,1.3773256911371303,0,0,1,0,0.5,1,0,0.0,0,1,0,13,1.4,2.75
26986,0.2518706487516997,2,1.2138616364551833,0,1,0,1,0.5,1,0,0.0,0,1,0,4,1.61,2.2
1353,0.40242960438184466,5,1.2126041772712242,0,1,0,0,1.0,1,1,0.0,1,0,0,5,1.615,2.2
12489,0.2611892565642242,12,1.4914668891843443,1,0,0,0,0.5,1,0,0.0,0,1,0,13,1.33,3.25
21217,0.32351545314867247,4,1.183278213083103,1,0,0,0,0.5,1,1,0.0,0,0,0,4,1.66,2.1
5752,0.29120667621996243,4,1.0986122886681098,0,1,0,0,0.5,1,0,0.0,0,1,1,3,1.83,1.83
3768,0.2201045822301589,0,1.1499634852588554,0,1,0,0,0.5,1,0,0.0,0,0,1,0,1.727,2.0
35007,0.28599966750267436,11,1.9205280757838963,1,0,0,0,0.5,1,1,0.0,0,0,0,11,1.14,5.5
20927,0.25973030217227155,2,1.4364841056437456,1,0,0,0,0.5,1,1,0.0,1,0,0,2,1.36,3.0
36640,0.26269731101386307,13,1.4914668891843443,1,0,0,0,0.5,1,0,0.0,0,1,0,13,1.33,3.25
24406,0.28599966750267436,5,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,0,0,0,4,1.5,2.5
16440,0.9102392266268373,3,2.2562447557353433,0,1,0,0,1.0,1,1,0.5,1,0,0,3,1.06,8.0
3412,0.2969742043733701,4,1.4902285036519818,0,0,1,1,0.5,1,1,0.0,0,0,0,4,1.333,3.25
10416,0.2749075777424936,10,1.5548497221496973,0,0,1,0,0.5,0,1,0.0,0,0,0,10,1.28,3.5
19239,0.265872585674852,11,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,1,0,0,11,1.5,2.5
400,0.2239186238120062,6,1.233204014336522,0,1,0,0,0.5,1,1,1.0,1,0,0,6,1.571,2.25
2986,0.30341307554227914,5,1.1514547700424898,0,1,0,0,0.5,1,1,0.0,0,1,0,5,1.72,2.0
12764,0.23955611574701857,7,1.380884068391643,0,1,0,0,0.5,1,1,1.0,1,0,1,6,1.39,2.75
16043,0.21075117050092493,13,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,0,1,12,1.57,2.25
29851,0.5138983423697507,6,3.2097251741855968,1,0,0,1,1.0,1,1,0.0,1,0,0,6,1.01,23.0
10251,0.318928988903801,7,1.2666713985415,0,0,1,0,0.5,1,0,0.0,0,0,1,4,1.53,2.37
6605,0.9102392266268373,12,2.5482189292023274,0,1,0,1,0.5,1,1,1.0,1,0,0,12,1.02,11.0
21182,0.2282049114186687,8,1.3773256911371303,1,0,0,0,0.5,1,1,0.0,1,0,0,8,1.4,2.75
30255,0.31465798044412485,13,1.7601930032602204,0,0,1,0,0.5,1,1,0.5,1,0,1,13,1.18,4.5
25570,0.265872585674852,3,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,0,0,3,1.57,2.25
26205,0.29120667621996243,1,1.4914668891843443,0,1,0,1,0.5,1,1,0.0,1,0,0,1,1.33,3.25
38805,0.2473379469500514,10,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,0,1,0,1.57,2.25
27966,0.26269731101386307,10,1.5548497221496973,0,1,0,0,0.5,1,0,0.0,0,1,0,11,1.28,3.5
29298,0.21233540443616755,9,1.233469765560689,0,1,0,0,0.5,1,1,0.0,0,0,0,9,1.57,2.25
4846,0.2790553132756236,7,1.412880609161877,0,0,1,1,0.5,1,1,0.0,1,0,0,7,1.364,2.875
24386,0.30341307554227914,7,1.4914668891843443,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.33,3.25
34096,0.2239186238120062,3,1.1349799328389845,0,1,0,0,0.5,0,1,0.0,0,0,0,3,1.8,2.0
30541,0.3284587387530511,11,1.5548497221496973,1,0,0,0,1.0,1,1,0.0,1,1,0,11,1.28,3.5
33943,0.5138983423697507,7,2.2414974010142075,0,1,0,1,0.5,1,0,0.0,0,0,1,7,1.08,8.0
12664,0.31066746727980593,9,1.233469765560689,0,1,0,0,0.5,1,1,0.0,0,1,0,9,1.57,2.25
6554,0.20851619571212315,0,1.1169614273363062,1,0,0,1,0.5,1,1,0.0,0,0,0,0,1.8,1.9
8780,0.25694917118487537,0,1.2666713985415,0,0,1,0,0.5,1,1,0.0,0,0,0,0,1.53,2.37
29401,0.5138983423697507,3,1.7601930032602204,1,0,0,1,1.0,1,1,0.0,1,0,0,3,1.18,4.5
30596,0.24325728130826463,6,1.0986122886681098,0,1,0,0,0.5,1,0,0.0,0,0,1,6,1.83,1.83
38423,0.24842549839846914,2,1.1349799328389845,0,1,0,0,0.5,0,1,0.0,0,0,0,2,1.8,2.0
23642,0.25562221863533147,10,1.3401049786505161,0,1,0,0,0.5,1,1,0.0,0,0,0,10,1.44,2.62
33973,0.36926937306885504,8,2.0612592225966457,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.11,6.5
10797,0.40242960438184466,4,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,4,1.57,2.25
5781,0.22168724132403095,7,1.2126041772712242,0,1,0,0,0.5,1,1,1.0,1,0,0,7,1.615,2.2
12241,0.30341307554227914,12,2.068012845856213,0,1,0,0,0.5,1,1,0.0,0,0,0,12,1.1,6.5
19657,0.5581106265512472,4,1.9330730022946325,0,1,0,1,0.5,1,1,0.0,1,0,0,4,1.12,5.5
36774,0.23868315209103041,13,2.8157608941049896,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.02,15.0
31513,0.24954251462921184,1,1.169670209933831,0,1,0,0,1.0,1,1,0.0,1,0,0,1,1.72,2.1
1102,0.24954251462921184,4,1.2667362676141112,0,0,1,0,0.5,1,0,0.0,0,0,1,4,1.533,2.375
7233,0.23233849357411737,1,1.2138616364551833,1,0,0,1,0.5,1,0,0.0,0,0,0,2,1.61,2.2
14688,0.24842549839846914,13,2.068012845856213,1,0,0,0,0.5,0,1,0.0,0,0,0,13,1.1,6.5
33345,0.5138983423697507,9,2.0612592225966457,0,1,0,0,1.0,1,1,0.0,1,0,0,9,1.11,6.5
11736,0.3898712452512801,11,2.068012845856213,0,1,0,0,0.5,1,1,1.0,1,0,0,11,1.1,6.5
31106,0.2422988705246811,8,1.2666713985415,0,1,0,0,0.5,1,0,0.0,0,1,1,4,1.53,2.37
21847,0.3789231816899512,11,1.7714394667370974,1,0,0,0,0.5,1,1,0.0,1,0,0,11,1.16,4.5
519,0.265872585674852,3,1.339691899136912,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.444,2.625
1755,0.23382699798647663,1,1.339691899136912,0,1,0,0,0.5,1,1,0.0,0,0,0,1,1.444,2.625
4508,0.23233849357411737,10,1.339691899136912,1,0,0,0,0.5,1,1,0.0,1,0,0,10,1.444,2.625
35917,0.19383393702956642,4,1.2666713985415,0,1,0,0,0.5,1,0,0.0,0,0,0,1,1.53,2.37
12919,0.45511961331341866,8,1.527727147659867,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.3,3.39
34015,0.9102392266268373,2,1.995671658614377,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.12,6.0
16109,0.30692767643013485,9,1.529395204760564,0,0,1,1,0.5,1,1,0.0,1,0,0,9,1.3,3.4
5263,0.5581106265512472,12,2.068012845856213,1,0,0,0,0.5,1,1,1.0,1,1,1,12,1.1,6.5
1069,0.45511961331341866,10,1.8522983137736986,0,1,0,0,1.0,1,1,0.0,1,0,0,10,1.143,5.0
24724,0.4170323914242463,12,1.8662925210906216,1,0,0,1,1.0,1,1,0.0,1,0,0,12,1.12,5.0
15184,0.48089834696298783,3,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,0,0,3,1.57,2.25
8419,0.318928988903801,13,1.9330730022946325,0,1,0,0,0.5,1,1,1.0,1,0,1,13,1.12,5.5
17463,0.23617733727628992,4,1.183278213083103,1,0,0,0,0.5,1,0,0.0,0,1,0,8,1.66,2.1
34120,0.3459762562611936,8,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,0,0,8,1.4,2.75
26784,0.9102392266268373,10,3.3229682100556928,0,1,0,0,1.0,1,1,1.0,1,0,1,9,1.01,26.0
22995,0.3001016285004131,12,2.0022101937438457,0,1,0,0,0.5,1,1,0.5,1,1,1,6,1.11,6.0
24230,0.2749075777424936,7,1.4364841056437456,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.36,3.0
665,0.204800443649844,12,1.233204014336522,0,1,0,0,0.5,1,1,0.5,1,0,0,12,1.571,2.25
31320,0.2442393366759723,7,1.2666713985415,0,1,0,0,0.5,1,1,0.0,0,0,0,7,1.53,2.37
4086,0.23782951347935782,7,1.1499634852588554,0,1,0,1,0.5,1,1,0.0,1,0,0,7,1.727,2.0
13796,0.30341307554227914,12,1.6636776813710972,1,0,0,0,0.5,1,1,0.0,1,0,0,12,1.22,4.0
13429,0.3284587387530511,6,1.7714394667370974,1,0,0,0,0.5,1,1,1.0,1,0,0,6,1.16,4.5
38717,0.7213475204444817,5,2.8071777398219884,0,1,0,1,1.0,1,1,0.0,1,0,0,5,1.03,15.0
35390,0.24136313830927508,11,1.2992829841302609,0,0,1,0,0.5,1,1,0.0,1,0,0,11,1.5,2.5
29171,0.23161615589971676,9,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,1,0,10,1.4,2.75
25605,0.9102392266268373,7,2.3581549441488563,0,1,0,1,1.0,1,1,0.0,1,0,0,7,1.05,9.0
1699,0.35295612386476116,5,1.1499634852588554,0,1,0,0,0.5,1,1,0.0,0,0,0,5,1.727,2.0
28419,0.265872585674852,5,1.2138616364551833,0,1,0,0,0.5,1,1,0.5,1,1,1,4,1.61,2.2
12164,0.2239186238120062,0,1.2138616364551833,0,1,0,0,0.5,1,1,0.5,1,0,0,0,1.61,2.2
18261,0.31465798044412485,2,1.1514547700424898,0,1,0,0,1.0,1,1,0.5,1,1,1,1,1.72,2.0
34225,0.5581106265512472,10,1.7601930032602204,0,1,0,0,0.5,1,1,0.0,0,0,0,10,1.18,4.5
25089,0.265872585674852,6,1.5548497221496973,0,0,1,1,1.0,1,1,0.0,1,0,0,6,1.28,3.5
23704,0.2729584204093974,1,1.4364841056437456,0,1,0,1,0.5,1,0,0.0,0,0,1,1,1.36,3.0
26108,0.21959311237518594,6,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,1,1,7,1.57,2.25
597,0.23699447183691388,7,1.1499634852588554,0,1,0,0,0.5,1,1,0.5,1,0,0,7,1.727,2.0
23184,0.40242960438184466,13,2.2547549198631307,0,1,0,0,0.5,1,1,1.0,1,0,1,12,1.062,8.0
4916,0.3396232718951086,8,1.118777958262704,0,0,1,0,0.5,1,0,0.0,0,0,1,6,1.8,1.91
7065,0.21667906533553166,0,1.183278213083103,1,0,0,0,0.5,1,1,0.0,1,0,0,0,1.66,2.1
38724,0.25973030217227155,4,1.0986122886681098,0,1,0,0,0.5,1,0,0.0,0,1,1,3,1.83,1.83
2979,0.20417164318237246,0,1.1499634852588554,0,1,0,1,0.5,1,1,0.5,1,1,0,0,1.727,2.0
16988,0.28853900817779266,5,1.3773256911371303,1,0,0,1,1.0,1,1,0.0,1,0,0,5,1.4,2.75
28525,0.3459762562611936,8,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.5,2.5
13750,0.29401410379520604,10,1.4914668891843443,1,0,0,0,0.5,1,1,0.5,1,0,1,9,1.33,3.25
31120,0.40242960438184466,10,1.842190322854947,0,1,0,0,0.5,1,1,0.0,0,0,0,10,1.16,5.0
29146,0.40242960438184466,9,1.6636776813710972,0,1,0,1,1.0,1,1,0.0,1,0,0,9,1.22,4.0
8990,0.3789231816899512,13,2.1378851375499104,0,1,0,0,0.5,1,0,0.0,0,0,0,13,1.08,7.0
6861,0.48089834696298783,13,1.380884068391643,0,1,0,1,0.5,1,1,0.0,0,1,0,13,1.39,2.75
8168,0.22334705684109696,8,1.0986122886681098,0,1,0,0,0.5,1,1,0.5,1,1,1,5,1.83,1.83
18897,0.5138983423697507,10,2.5399953216067406,0,1,0,1,0.5,1,1,0.0,1,0,0,10,1.03,11.0
31844,0.22168724132403095,0,1.290330372858147,1,0,0,1,0.5,0,1,0.0,0,0,0,0,1.53,2.5
