,inverted_log_rank_p1,rank_diff_binned,log_odd_ratio,surface_Clay,surface_Hard,surface_Grass,h2h_binned,consecutive_wins_p1,consecutive_wins_p2,consecutive_losses_p1,consecutive_losses_p2,consecutive_results,rank_evol_p1_binned,rank_evol_p2_binned,rank_combined_binned,odd_p1,odd_p2
31848,0.5581106265512472,9,2.2414974010142075,1,0,0,1,1.0,1,1,0.0,1,0,0,9,1.08,8.0
18391,0.318928988903801,11,2.3581549441488563,0,1,0,0,1.0,1,1,0.0,1,0,0,11,1.05,9.0
10217,0.24954251462921184,3,2.1378851375499104,0,0,1,0,0.5,1,1,0.5,1,0,1,1,1.08,7.0
16487,0.3789231816899512,10,2.1378851375499104,0,1,0,0,0.5,1,1,0.5,1,0,0,10,1.08,7.0
21244,0.36067376022224085,3,1.2992829841302609,1,0,0,0,0.5,0,1,0.0,0,0,0,3,1.5,2.5
32435,0.30692767643013485,6,1.842190322854947,1,0,0,0,0.5,1,0,0.0,0,1,0,7,1.16,5.0
25861,0.2473379469500514,0,1.183278213083103,0,1,0,0,0.5,1,1,1.0,1,0,0,0,1.66,2.1
15834,0.2969742043733701,3,1.1514547700424898,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.72,2.0
6956,0.25694917118487537,12,1.4364841056437456,1,0,0,0,1.0,1,1,0.0,1,0,0,12,1.36,3.0
16730,0.318928988903801,11,1.8541025998021905,0,1,0,0,0.5,1,1,1.0,1,1,0,11,1.14,5.0
10648,0.45511961331341866,12,2.0817536814382156,1,0,0,1,0.5,1,1,1.0,1,0,0,12,1.08,6.5
10477,0.2530848692773169,6,1.1514547700424898,1,0,0,0,0.5,1,0,0.0,0,0,0,5,1.72,2.0
7825,0.23233849357411737,13,1.5127204929322942,0,1,0,0,0.5,1,1,0.5,1,1,1,13,1.28,3.25
16889,0.23955611574701857,13,1.406025942982486,1,0,0,0,0.5,0,1,0.0,0,0,0,13,1.38,2.87
34203,0.30692767643013485,5,1.5548497221496973,1,0,0,1,0.5,1,1,1.0,1,0,0,6,1.28,3.5
30539,0.2729584204093974,7,1.3773256911371303,1,0,0,0,0.5,1,1,0.0,1,0,0,7,1.4,2.75
38466,0.24954251462921184,8,1.4364841056437456,0,1,0,1,0.5,1,1,0.0,1,0,0,8,1.36,3.0
24562,0.20961352064055247,12,1.233469765560689,1,0,0,0,0.5,1,1,0.0,0,1,0,12,1.57,2.25
8899,0.318928988903801,13,2.2637452596777816,0,1,0,0,0.5,1,1,1.0,1,0,1,1,1.05,8.0
3588,0.9102392266268373,11,1.9299098077088723,0,0,1,0,0.5,1,1,0.5,1,0,1,0,1.125,5.5
8939,0.29120667621996243,7,1.2666713985415,0,1,0,1,1.0,1,1,0.0,1,0,0,7,1.53,2.37
1937,0.48089834696298783,12,1.8522983137736986,1,0,0,1,0.5,1,1,1.0,1,1,0,12,1.143,5.0
549,0.26425736993644544,3,1.1499634852588554,0,1,0,0,0.5,1,1,0.0,0,0,0,3,1.727,2.0
1974,0.318928988903801,5,1.4902285036519818,1,0,0,0,0.5,1,0,0.0,0,0,1,4,1.333,3.25
34311,0.2835784920513334,2,1.0986122886681098,0,1,0,0,1.0,1,1,0.5,1,1,0,3,1.83,1.83
37169,0.1666273737668555,0,1.233469765560689,1,0,0,0,0.5,1,1,1.0,1,1,1,0,1.57,2.25
18463,0.2530848692773169,13,1.6636776813710972,0,1,0,0,0.5,1,1,0.5,1,0,1,13,1.22,4.0
27720,0.45511961331341866,10,2.6741486494265287,0,0,1,0,0.5,1,0,0.0,0,0,1,10,1.04,13.0
16914,0.2969742043733701,1,1.529395204760564,0,1,0,0,0.5,1,0,0.0,0,0,0,2,1.3,3.4
5915,0.19878985003420896,0,1.2666713985415,0,1,0,0,0.5,1,1,0.0,1,0,0,0,1.53,2.37
13757,0.21531348711084464,10,1.183278213083103,1,0,0,0,1.0,1,1,0.5,1,1,1,10,1.66,2.1
26175,0.45511961331341866,10,1.8541025998021905,0,1,0,0,0.5,1,1,0.5,1,1,1,10,1.14,5.0
4645,0.3396232718951086,7,1.5521514142779012,1,0,0,1,0.5,1,1,0.0,0,0,0,7,1.286,3.5
24498,0.3789231816899512,9,1.8541025998021905,0,1,0,0,0.5,1,1,0.0,0,0,0,9,1.14,5.0
13477,0.2473379469500514,11,1.4364841056437456,1,0,0,0,1.0,1,1,0.0,1,0,0,11,1.36,3.0
8844,0.29401410379520604,4,1.183278213083103,0,1,0,0,0.5,1,1,0.5,1,1,1,3,1.66,2.1
33131,0.6213349345596119,7,2.0612592225966457,0,1,0,1,0.5,1,1,0.0,1,0,0,7,1.11,6.5
14686,0.2530848692773169,10,1.7714394667370974,1,0,0,0,0.5,1,1,0.0,1,0,0,10,1.16,4.5
27072,0.23782951347935782,0,1.3401049786505161,1,0,0,0,0.5,1,1,1.0,1,1,0,1,1.44,2.62
31972,0.30341307554227914,8,1.2992829841302609,0,1,0,0,0.5,1,1,0.0,0,1,0,8,1.5,2.5
5652,0.7213475204444817,8,2.135766018068079,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.083,7.0
18933,0.7213475204444817,2,1.1514547700424898,0,1,0,0,0.5,0,1,0.0,0,0,0,2,1.72,2.0
15069,0.26269731101386307,4,1.2992829841302609,0,1,0,0,0.5,1,1,1.0,1,1,0,5,1.5,2.5
13151,0.29401410379520604,5,1.4914668891843443,1,0,0,1,1.0,1,1,0.0,1,0,0,5,1.33,3.25
2942,0.9102392266268373,6,2.1975357645178186,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.071,7.5
23346,0.30692767643013485,2,1.4364841056437456,0,1,0,0,0.5,1,0,0.0,0,0,0,2,1.36,3.0
345,0.23233849357411737,1,1.2126041772712242,1,0,0,1,1.0,1,1,0.0,1,0,0,1,1.615,2.2
32884,0.23459420572161058,2,1.3773256911371303,1,0,0,0,0.5,1,0,0.0,0,0,1,1,1.4,2.75
11191,0.9102392266268373,8,2.4523304793533875,0,1,0,1,1.0,1,1,0.0,1,0,0,8,1.04,10.0
19024,0.25694917118487537,11,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,0,0,0,11,1.4,2.75
27458,0.28126641406272834,9,1.2138616364551833,1,0,0,1,0.5,1,0,0.0,0,1,1,8,1.61,2.2
35408,0.30341307554227914,7,1.7136502281790185,0,0,1,1,0.5,0,1,0.0,0,0,0,7,1.22,4.33
36179,0.2473379469500514,1,1.183278213083103,0,1,0,1,0.5,1,1,1.0,1,0,0,1,1.66,2.1
13365,0.28853900817779266,12,1.8541025998021905,1,0,0,0,0.5,1,1,0.5,1,0,1,11,1.14,5.0
32416,0.2222316216158104,13,1.4364841056437456,1,0,0,0,0.5,1,1,0.0,1,0,0,13,1.36,3.0
13920,0.45511961331341866,12,2.4523304793533875,1,0,0,0,1.0,1,1,0.0,1,0,0,12,1.04,10.0
22148,0.36926937306885504,4,1.5548497221496973,0,1,0,1,0.5,1,1,0.5,1,1,0,4,1.28,3.5
4665,0.22509081678177853,8,1.339691899136912,1,0,0,0,0.5,1,1,1.0,1,1,1,5,1.444,2.625
2195,0.18619761651459218,1,1.2992829841302609,1,0,0,0,0.5,1,0,0.0,0,0,1,0,1.5,2.5
8290,0.30692767643013485,10,1.5548497221496973,0,1,0,0,0.5,1,1,0.0,0,0,0,10,1.28,3.5
3746,0.2835784920513334,12,1.2126041772712242,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.615,2.2
25044,0.2211514277946646,4,2.0022101937438457,0,0,1,0,0.5,1,1,1.0,1,1,1,4,1.11,6.0
11510,0.3396232718951086,12,1.5127204929322942,0,1,0,0,0.5,1,1,0.0,0,0,0,12,1.28,3.25
7688,0.3284587387530511,6,1.6792147902332606,1,0,0,0,0.5,1,1,1.0,1,0,1,6,1.19,4.0
8582,0.29120667621996243,12,1.7296456438601524,0,0,1,0,0.5,1,1,0.0,0,0,0,12,1.19,4.33
22610,0.18909786404425666,0,1.1169614273363062,0,1,0,0,0.5,1,1,0.0,0,0,1,0,1.8,1.9
33292,0.21959311237518594,6,1.233469765560689,0,1,0,0,0.5,1,1,1.0,1,1,1,6,1.57,2.25
19166,0.22755980665670933,0,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,1,0,0,1.66,2.1
17909,0.28853900817779266,9,2.0022101937438457,0,0,1,0,0.5,1,1,0.0,1,0,0,9,1.11,6.0
30279,0.2227848098240302,2,1.2138616364551833,0,0,1,0,0.5,1,1,1.0,1,1,0,4,1.61,2.2
38766,0.269282508064391,1,1.2015602579205522,0,1,0,0,0.5,0,1,0.0,0,0,0,1,1.66,2.2
14354,0.267546386419054,10,1.183278213083103,0,0,1,0,0.5,1,1,0.5,1,1,1,9,1.66,2.1
2501,0.3789231816899512,6,1.6094379124341003,0,0,1,1,0.5,1,1,0.0,1,0,0,6,1.25,3.75
6291,0.2442393366759723,5,1.380884068391643,0,1,0,0,0.5,1,0,0.0,0,1,1,5,1.39,2.75
14777,0.24136313830927508,6,1.3773256911371303,1,0,0,0,0.5,1,1,1.0,1,1,0,6,1.4,2.75
17398,0.32351545314867247,4,1.183278213083103,1,0,0,0,0.5,1,1,0.5,1,1,1,3,1.66,2.1
23141,0.30341307554227914,2,1.7714394667370974,0,1,0,1,1.0,1,1,0.0,1,0,0,2,1.16,4.5
34298,0.29401410379520604,3,1.3773256911371303,0,1,0,0,0.5,1,1,0.0,1,0,0,3,1.4,2.75
30171,0.7213475204444817,3,1.842190322854947,0,0,1,1,1.0,1,1,0.0,1,0,0,3,1.16,5.0
7785,0.2282049114186687,13,1.233469765560689,0,1,0,0,0.5,1,1,1.0,1,1,0,13,1.57,2.25
34733,0.2769378934088574,7,1.2666713985415,1,0,0,0,0.5,1,0,0.0,0,0,0,7,1.53,2.37
33850,0.5581106265512472,4,1.749199854809259,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.2,4.5
3486,0.318928988903801,5,1.1499634852588554,0,1,0,1,1.0,1,1,0.0,1,0,0,5,1.727,2.0
33559,0.48089834696298783,2,1.4364841056437456,0,1,0,1,0.5,0,1,0.0,0,0,0,2,1.36,3.0
7249,0.35295612386476116,2,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,0,0,0,2,1.83,1.83
24583,0.24842549839846914,5,1.183278213083103,1,0,0,0,0.5,0,1,0.0,0,0,0,6,1.66,2.1
13834,0.32351545314867247,8,2.068012845856213,1,0,0,0,0.5,1,1,1.0,1,0,0,8,1.1,6.5
5460,0.7213475204444817,4,1.767473800388681,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.167,4.5
22237,0.2442393366759723,4,1.2666713985415,1,0,0,0,0.5,1,1,0.0,0,0,0,4,1.53,2.37
4680,0.24136313830927508,5,1.5521514142779012,1,0,0,0,0.5,1,1,0.0,0,0,0,2,1.286,3.5
38877,0.2269261879165124,3,1.3773256911371303,0,1,0,0,0.5,1,0,0.0,0,1,1,1,1.4,2.75
33147,0.2835784920513334,1,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,0,0,1,1.66,2.1
13040,0.2835784920513334,2,1.2992829841302609,1,0,0,0,0.5,1,1,0.5,1,0,0,2,1.5,2.5
12687,0.40242960438184466,8,1.380884068391643,0,1,0,1,0.5,1,1,0.0,0,0,0,8,1.39,2.75
11935,0.45511961331341866,3,1.2666713985415,0,1,0,0,1.0,1,1,0.0,1,0,0,3,1.53,2.37
14180,0.3789231816899512,13,2.1378851375499104,0,0,1,0,0.5,1,1,0.0,1,0,0,13,1.08,7.0
33932,0.2729584204093974,11,1.4364841056437456,0,1,0,0,0.5,1,1,1.0,1,0,1,11,1.36,3.0
34854,0.2969742043733701,5,1.233469765560689,1,0,0,0,0.5,1,1,1.0,1,0,0,5,1.57,2.25
12335,0.25831776680732876,5,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.66,2.1
4330,0.5138983423697507,5,1.7714394667370974,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.16,4.5
14907,0.30692767643013485,4,1.6636776813710972,0,1,0,0,0.5,1,1,0.5,1,1,1,4,1.22,4.0
18094,0.30341307554227914,9,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,0,1,7,1.66,2.1
30820,0.2239186238120062,0,1.1514547700424898,0,1,0,0,0.5,1,0,0.0,0,0,0,0,1.72,2.0
32476,0.24136313830927508,1,1.1514547700424898,1,0,0,0,0.5,1,1,1.0,1,0,0,1,1.72,2.0
19857,0.40242960438184466,6,1.233469765560689,1,0,0,0,1.0,1,1,0.0,1,0,0,6,1.57,2.25
14447,0.40242960438184466,7,1.8541025998021905,0,0,1,1,1.0,1,1,0.0,1,0,0,7,1.14,5.0
30365,0.21859304439100327,5,1.183278213083103,0,0,1,0,0.5,1,1,1.0,1,0,1,5,1.66,2.1
388,0.3898712452512801,8,1.4349448702370742,0,1,0,0,0.5,1,1,0.5,1,1,1,7,1.364,3.0
23222,0.5581106265512472,5,2.1378851375499104,0,1,0,0,0.5,1,1,1.0,1,0,1,5,1.08,7.0
24974,0.3396232718951086,2,1.4914668891843443,1,0,0,0,1.0,1,1,0.0,1,0,0,2,1.33,3.25
30862,0.22334705684109696,12,1.4914668891843443,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.33,3.25
36594,0.25831776680732876,11,1.5548497221496973,1,0,0,1,0.5,1,1,0.0,1,0,0,11,1.28,3.5
4450,0.3284587387530511,4,1.1816499072354991,1,0,0,0,1.0,1,1,0.0,1,0,0,4,1.667,2.1
137,0.2181040551873126,2,1.339691899136912,0,0,1,0,0.5,1,0,0.0,0,0,0,2,1.444,2.625
30532,0.23699447183691388,4,1.3401049786505161,0,1,0,1,0.5,1,1,1.0,1,0,0,2,1.44,2.62
8018,0.25973030217227155,13,1.8541025998021905,1,0,0,0,0.5,1,1,0.0,1,0,0,13,1.14,5.0
26059,0.318928988903801,8,1.7714394667370974,0,1,0,0,0.5,1,1,0.0,1,0,0,8,1.16,4.5
13617,0.20011157125545861,0,1.380884068391643,1,0,0,0,0.5,0,1,0.0,0,0,0,0,1.39,2.75
4143,0.26425736993644544,1,1.1499634852588554,0,1,0,0,0.5,1,0,0.0,0,1,1,1,1.727,2.0
13983,0.25562221863533147,7,1.2138616364551833,1,0,0,0,0.5,1,1,0.5,1,0,1,2,1.61,2.2
13958,0.29401410379520604,6,1.9330730022946325,0,0,1,0,0.5,1,1,1.0,1,0,1,5,1.12,5.5
23146,0.3789231816899512,8,1.5548497221496973,0,1,0,0,1.0,1,1,0.0,1,0,0,8,1.28,3.5
7293,0.2422988705246811,4,1.0986122886681098,1,0,0,0,0.5,1,0,0.0,0,0,0,3,1.83,1.83
27837,0.21113980144539465,0,1.1169614273363062,0,0,1,0,0.5,1,1,0.5,1,1,1,0,1.8,1.9
15633,0.28599966750267436,12,1.2666713985415,1,0,0,0,0.5,0,1,0.0,0,0,0,12,1.53,2.37
30810,0.2506903984389969,5,1.6094379124341003,0,1,0,0,0.5,1,1,1.0,1,0,0,3,1.25,3.75
35638,0.30692767643013485,12,1.4364841056437456,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.36,3.0
35385,0.20544281918875867,0,1.2666713985415,0,0,1,0,0.5,1,0,0.0,0,1,1,0,1.53,2.37
27015,0.7213475204444817,9,2.8071777398219884,0,1,0,1,0.5,1,1,0.0,0,0,0,9,1.03,15.0
1277,0.31066746727980593,5,1.2126041772712242,0,1,0,0,0.5,1,1,1.0,1,0,0,5,1.615,2.2
39193,0.7213475204444817,2,1.6486586255873816,0,1,0,1,1.0,1,1,0.0,1,0,0,2,1.25,4.0
25871,0.24044917348149392,11,1.233469765560689,0,1,0,0,0.5,0,1,0.0,0,0,0,11,1.57,2.25
11131,0.21667906533553166,13,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,0,0,12,1.66,2.1
11451,0.6213349345596119,2,1.7296456438601524,0,1,0,0,1.0,1,1,0.0,1,1,0,2,1.19,4.33
819,0.20265584813122056,0,1.1499634852588554,0,1,0,0,0.5,1,0,0.0,0,1,0,0,1.727,2.0
46,0.269282508064391,1,1.233204014336522,0,0,1,0,1.0,1,1,0.0,1,0,0,2,1.571,2.25
11165,0.23382699798647663,3,1.380884068391643,0,1,0,0,0.5,1,1,0.0,1,0,0,3,1.39,2.75
17255,0.23382699798647663,6,1.6636776813710972,1,0,0,0,0.5,1,1,1.0,1,1,0,7,1.22,4.0
38959,0.30341307554227914,7,1.7136502281790185,0,1,0,0,0.5,1,1,0.5,1,1,0,7,1.22,4.33
15533,0.6213349345596119,4,1.8541025998021905,0,1,0,1,1.0,1,1,0.0,1,0,0,4,1.14,5.0
29988,0.29120667621996243,6,1.9205280757838963,1,0,0,0,0.5,1,1,1.0,1,0,1,2,1.14,5.5
20788,0.29120667621996243,3,1.0986122886681098,1,0,0,0,0.5,1,1,0.0,0,0,0,3,1.83,1.83
33390,0.28126641406272834,9,2.2414974010142075,0,1,0,1,0.5,1,1,0.0,1,0,0,9,1.08,8.0
25672,0.2302128900546512,1,1.1169614273363062,0,1,0,0,0.5,1,1,1.0,1,1,0,1,1.8,1.9
13745,0.2506903984389969,10,1.1514547700424898,1,0,0,0,0.5,1,0,0.0,0,0,0,11,1.72,2.0
28370,0.23868315209103041,5,1.183278213083103,0,1,0,0,0.5,1,0,0.0,0,0,1,1,1.66,2.1
20766,0.3396232718951086,7,1.233469765560689,1,0,0,0,0.5,1,1,0.0,1,0,0,7,1.57,2.25
1065,0.2269261879165124,13,1.3773256911371303,0,1,0,0,1.0,1,1,0.0,1,0,0,13,1.4,2.75
2664,0.2473379469500514,6,1.412880609161877,1,0,0,0,0.5,1,1,0.0,1,0,0,6,1.364,2.875
38944,0.22953106112437666,10,1.5165308578475607,0,1,0,0,0.5,1,1,0.0,0,1,0,11,1.33,3.4
12689,0.31465798044412485,7,1.2992829841302609,0,1,0,0,0.5,0,0,0.0,0,1,0,7,1.5,2.5
31317,0.3001016285004131,5,1.6094379124341003,0,1,0,1,0.5,1,1,0.0,1,0,0,5,1.25,3.75
1610,0.24954251462921184,6,1.339691899136912,0,1,0,0,0.5,1,1,0.0,0,0,0,6,1.444,2.625
222,0.265872585674852,8,1.2992829841302609,1,0,0,0,0.5,1,1,0.0,0,0,0,8,1.5,2.5
27373,0.36926937306885504,3,1.2992829841302609,1,0,0,0,0.5,1,1,0.5,1,0,0,3,1.5,2.5
36080,0.7213475204444817,4,1.995671658614377,0,1,0,0,1.0,1,1,0.0,1,0,0,4,1.12,6.0
22851,0.5581106265512472,13,2.82443879229206,0,1,0,0,1.0,1,1,0.0,1,0,0,13,1.01,15.0
15117,0.4170323914242463,7,1.8541025998021905,0,1,0,0,1.0,1,1,0.0,1,0,0,7,1.14,5.0
27465,0.24044917348149392,2,1.3773256911371303,1,0,0,1,0.5,1,1,1.0,1,1,0,6,1.4,2.75
4989,0.32351545314867247,5,1.2992829841302609,0,0,1,0,1.0,1,1,0.0,1,0,0,5,1.5,2.5
33023,0.2064329849677758,0,1.1514547700424898,0,1,0,0,0.5,1,0,0.0,0,1,1,0,1.72,2.0
397,0.28599966750267436,13,2.135766018068079,0,1,0,0,0.5,1,0,0.0,0,1,1,13,1.083,7.0
31922,0.3898712452512801,3,1.4914668891843443,0,1,0,0,0.5,0,1,0.0,0,0,0,3,1.33,3.25
2129,0.3898712452512801,8,1.339691899136912,1,0,0,0,0.5,1,1,0.5,1,1,1,7,1.444,2.625
25100,0.25694917118487537,13,1.2666713985415,0,0,1,0,0.5,1,1,1.0,1,1,0,13,1.53,2.37
27555,0.4170323914242463,2,1.169670209933831,1,0,0,0,1.0,1,1,0.0,1,0,0,2,1.72,2.1
38072,0.24044917348149392,11,1.2666713985415,1,0,0,0,1.0,1,1,0.0,1,0,0,11,1.53,2.37
6567,0.43429448190325176,9,1.7714394667370974,1,0,0,1,1.0,1,1,0.0,1,0,0,9,1.16,4.5
10838,0.28599966750267436,8,1.4914668891843443,0,1,0,1,0.5,1,1,0.0,0,0,0,8,1.33,3.25
6484,0.318928988903801,5,1.0986122886681098,0,1,0,0,0.5,0,1,0.0,0,0,0,5,1.83,1.83
17192,0.9102392266268373,3,1.3208665557974355,0,1,0,1,0.5,0,1,0.0,0,0,0,3,1.5,2.62
3504,0.29120667621996243,4,1.1816499072354991,0,1,0,0,0.5,1,1,0.0,1,0,0,4,1.667,2.1
15016,0.45511961331341866,7,1.2992829841302609,1,0,0,1,1.0,1,1,0.0,1,0,0,7,1.5,2.5
23812,0.21315835557367352,1,1.233469765560689,0,1,0,0,0.5,1,1,0.0,1,0,0,2,1.57,2.25
4936,0.28599966750267436,12,1.0986122886681098,0,0,1,1,1.0,1,1,0.0,1,0,0,12,1.83,1.83
20638,0.7213475204444817,5,2.2562447557353433,1,0,0,1,0.5,1,1,0.0,0,0,0,5,1.06,8.0
36913,0.3898712452512801,12,2.12389330425067,0,1,0,0,0.5,1,1,0.0,0,1,0,12,1.1,7.0
19663,0.40242960438184466,7,2.2562447557353433,1,0,0,0,0.5,1,1,0.0,1,0,0,7,1.06,8.0
36213,0.35295612386476116,3,1.4213856809311607,0,1,0,0,1.0,1,1,0.0,1,0,0,3,1.4,3.0
21048,0.18752160741400595,0,1.2666713985415,1,0,0,1,0.5,0,1,0.0,0,0,0,0,1.53,2.37
12585,0.2506903984389969,13,1.6094379124341003,0,1,0,0,0.5,1,1,0.5,1,0,1,13,1.25,3.75
27187,0.2473379469500514,8,1.2666713985415,1,0,0,0,0.5,1,1,1.0,1,1,0,9,1.53,2.37
30108,0.22449978268220952,10,1.3773256911371303,0,0,1,0,0.5,1,0,0.0,0,0,0,9,1.4,2.75
35129,0.36926937306885504,3,1.1514547700424898,0,0,1,0,0.5,1,1,1.0,1,0,1,3,1.72,2.0
35958,0.18448363494272269,0,1.1169614273363062,0,1,0,0,1.0,1,1,0.0,1,0,0,0,1.8,1.9
32661,0.3396232718951086,1,1.2554890038046065,0,0,1,1,1.0,1,1,0.0,1,0,0,2,1.57,2.37
26397,0.23617733727628992,2,1.2666713985415,0,1,0,0,0.5,1,1,1.0,1,0,0,2,1.53,2.37
8282,0.24842549839846914,12,1.7296456438601524,0,1,0,0,0.5,1,1,0.0,1,0,0,12,1.19,4.33
9747,0.3789231816899512,9,1.5548497221496973,1,0,0,0,0.5,0,1,0.0,0,0,0,9,1.28,3.5
4004,0.45511961331341866,8,1.4902285036519818,1,0,0,0,1.0,1,1,0.0,1,0,0,8,1.333,3.25
33245,0.20065789214663352,0,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,0,1,0,1.5,2.5
35651,0.25694917118487537,10,1.233469765560689,0,1,0,0,0.5,1,0,0.0,0,1,0,10,1.57,2.25
36942,0.6213349345596119,10,1.9205280757838963,0,1,0,0,1.0,1,1,0.0,1,0,0,10,1.14,5.5
8898,0.29120667621996243,5,1.0986122886681098,0,1,0,0,0.5,1,1,0.5,1,0,1,4,1.83,1.83
30180,0.28853900817779266,5,1.1169614273363062,0,0,1,0,0.5,1,1,0.5,1,0,0,5,1.8,1.9
6522,0.3001016285004131,6,1.3401049786505161,0,1,0,0,0.5,1,0,0.0,0,1,0,6,1.44,2.62
9282,0.2835784920513334,1,1.183278213083103,0,1,0,0,0.5,1,1,0.0,1,0,0,1,1.66,2.1
36739,0.31066746727980593,11,1.4914668891843443,0,1,0,1,0.5,1,1,0.0,1,0,0,11,1.33,3.25
36592,0.36926937306885504,5,1.5548497221496973,0,1,0,0,0.5,1,1,0.0,1,0,0,5,1.28,3.5
27482,0.24954251462921184,7,1.2666713985415,1,0,0,0,0.5,1,1,0.5,1,1,0,9,1.53,2.37
37947,0.2422988705246811,12,1.2992829841302609,0,1,0,0,0.5,1,0,0.0,0,1,0,12,1.5,2.5
27568,0.2790553132756236,12,2.0612592225966457,0,0,1,0,0.5,1,1,0.5,1,0,0,12,1.11,6.5
22521,0.3898712452512801,6,1.233469765560689,0,1,0,0,0.5,1,1,0.0,0,1,0,6,1.57,2.25
28594,0.36067376022224085,8,1.995671658614377,0,1,0,0,0.5,1,1,0.5,1,1,0,8,1.12,6.0
4812,0.3789231816899512,6,1.1681325897200663,1,0,0,0,0.5,1,0,0.0,0,0,0,7,1.727,2.1
36972,0.23699447183691388,5,1.233469765560689,0,1,0,0,0.5,1,1,0.5,1,1,1,4,1.57,2.25
31529,0.2611892565642242,8,1.3773256911371303,0,1,0,0,0.5,1,1,1.0,1,0,0,8,1.4,2.75
15188,0.2282049114186687,0,1.2666713985415,0,1,0,0,0.5,1,1,0.0,1,0,0,0,1.53,2.37
3394,0.36067376022224085,12,1.6739764335716716,0,1,0,0,0.5,1,1,0.5,1,0,1,12,1.2,4.0
12837,0.31465798044412485,11,1.4364841056437456,0,1,0,0,0.5,1,0,0.0,0,0,0,11,1.36,3.0
6974,0.23459420572161058,1,1.7714394667370974,1,0,0,0,0.5,1,1,1.0,1,0,0,2,1.16,4.5
15742,0.32351545314867247,13,2.3120638369485893,0,1,0,0,1.0,1,1,0.0,1,1,1,13,1.05,8.5
11153,0.23161615589971676,4,1.2666713985415,0,1,0,0,0.5,1,1,0.0,0,0,0,4,1.53,2.37
34519,0.9102392266268373,2,2.2414974010142075,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.08,8.0
11318,0.3396232718951086,1,1.183278213083103,0,1,0,0,0.5,1,1,0.0,0,0,0,1,1.66,2.1
21492,0.20511990258137494,0,1.2138616364551833,0,0,1,1,0.5,1,1,0.0,0,0,0,0,1.61,2.2
16196,0.2769378934088574,10,1.1514547700424898,0,1,0,0,0.5,0,0,0.0,0,1,1,9,1.72,2.0
16602,0.36926937306885504,13,2.5399953216067406,0,1,0,0,0.5,1,1,1.0,1,0,0,13,1.03,11.0
15035,0.2769378934088574,13,2.0022101937438457,0,1,0,0,0.5,1,1,0.5,1,1,1,0,1.11,6.0
17339,0.17838660519470398,0,1.2138616364551833,1,0,0,0,0.5,1,0,0.0,0,1,1,0,1.61,2.2
7247,0.28599966750267436,8,1.183278213083103,1,0,0,0,0.5,1,1,0.5,1,0,1,6,1.66,2.1
4505,0.2518706487516997,10,1.3773256911371303,1,0,0,0,0.5,1,0,0.0,0,0,0,10,1.4,2.75
9564,0.4170323914242463,5,1.6636776813710972,0,1,0,1,1.0,1,1,0.0,1,0,0,5,1.22,4.0
17655,0.5138983423697507,4,2.1378851375499104,1,0,0,1,0.5,0,1,0.0,0,0,0,4,1.08,7.0
34181,0.3284587387530511,8,1.2554890038046065,1,0,0,1,1.0,1,1,0.0,1,0,0,8,1.57,2.37
11107,0.45511961331341866,12,1.9330730022946325,0,1,0,0,1.0,1,1,1.0,1,0,0,12,1.12,5.5
20636,0.3789231816899512,9,1.6636776813710972,1,0,0,0,0.5,1,1,0.0,1,0,0,9,1.22,4.0
27134,0.318928988903801,4,1.406025942982486,1,0,0,0,0.5,1,1,0.0,1,0,0,4,1.38,2.87
6770,0.25433477814404226,10,1.3401049786505161,0,1,0,0,0.5,1,1,1.0,1,0,0,10,1.44,2.62
14353,0.24842549839846914,11,1.7714394667370974,0,0,1,0,0.5,1,1,0.5,1,1,1,11,1.16,4.5
37478,0.5581106265512472,7,3.126413072440569,1,0,0,1,0.5,1,1,1.0,1,0,0,7,1.01,21.0
19302,0.7213475204444817,2,1.5459245067117744,0,1,0,1,1.0,1,1,0.0,1,0,0,3,1.3,3.5
10354,0.23868315209103041,13,1.4134945874190472,1,0,0,0,0.5,1,0,0.0,0,1,1,12,1.36,2.87
25245,0.25433477814404226,0,1.1169614273363062,0,0,1,0,0.5,1,1,0.0,1,0,0,0,1.8,1.9
7599,0.19728129791089558,0,1.233469765560689,0,0,1,0,0.5,1,1,0.5,1,0,1,0,1.57,2.25
32708,0.2611892565642242,6,1.0986122886681098,0,0,1,0,1.0,1,1,0.0,1,0,0,6,1.9,1.9
